lat,lon,cluster,grid_lat,grid_lon,grid_id
-33.4651015,-70.6748137,1,-3347,-7067,-3347_-7067
-33.4667608,-70.6877327,1,-3347,-7069,-3347_-7069
-33.4651147,-70.6747642,1,-3347,-7067,-3347_-7067
-33.4638762,-70.6722403,1,-3346,-7067,-3346_-7067
-33.463034,-70.6725193,1,-3346,-7067,-3346_-7067
-33.4648003,-70.6747985,1,-3346,-7067,-3346_-7067
-33.4648003,-70.6747985,1,-3346,-7067,-3346_-7067
-33.4685625,-70.6275367,6,-3347,-7063,-3347_-7063
-33.466777,-70.6279532,6,-3347,-7063,-3347_-7063
-33.4606581,-70.6764014,1,-3346,-7068,-3346_-7068
-33.4678789,-70.6467816,3,-3347,-7065,-3347_-7065
-33.4618668,-70.6755383,1,-3346,-7068,-3346_-7068
-33.4648209,-70.6311888,6,-3346,-7063,-3346_-7063
-33.4648209,-70.6311888,6,-3346,-7063,-3346_-7063
-33.4648209,-70.6311888,6,-3346,-7063,-3346_-7063
-33.4648209,-70.6311888,6,-3346,-7063,-3346_-7063
-33.4648209,-70.6311888,6,-3346,-7063,-3346_-7063
-33.4648209,-70.6311888,6,-3346,-7063,-3346_-7063
-33.4648209,-70.6311888,6,-3346,-7063,-3346_-7063
-33.4648209,-70.6311888,6,-3346,-7063,-3346_-7063
-33.4648209,-70.6311888,6,-3346,-7063,-3346_-7063
-33.4648209,-70.6311888,6,-3346,-7063,-3346_-7063
-33.4648209,-70.6311888,6,-3346,-7063,-3346_-7063
-33.4648209,-70.6311888,6,-3346,-7063,-3346_-7063
-33.4707354,-70.6308073,6,-3347,-7063,-3347_-7063
-33.4602165,-70.6728861,1,-3346,-7067,-3346_-7067
-33.4636373,-70.6735863,1,-3346,-7067,-3346_-7067
-33.4684628,-70.6353141,6,-3347,-7064,-3347_-7064
-33.4684628,-70.6353141,6,-3347,-7064,-3347_-7064
-33.4637075,-70.6726591,1,-3346,-7067,-3346_-7067
-33.4623315,-70.6741988,1,-3346,-7067,-3346_-7067
-33.4605429,-70.6749321,1,-3346,-7067,-3346_-7067
-33.4679243,-70.636063,6,-3347,-7064,-3347_-7064
-33.4704022,-70.6280264,6,-3347,-7063,-3347_-7063
-33.4664838,-70.6313682,6,-3347,-7063,-3347_-7063
-33.4713012,-70.6506211,3,-3347,-7065,-3347_-7065
-33.468249,-70.6320119,6,-3347,-7063,-3347_-7063
-33.4713509,-70.631957,6,-3347,-7063,-3347_-7063
-33.4719774,-70.6314539,6,-3347,-7063,-3347_-7063
-33.4636373,-70.6735863,1,-3346,-7067,-3346_-7067
-33.4695046,-70.6324729,6,-3347,-7063,-3347_-7063
-33.4605429,-70.6749321,1,-3346,-7067,-3346_-7067
-33.4615429,-70.6462261,3,-3346,-7065,-3346_-7065
-33.4694197,-70.6343468,6,-3347,-7063,-3347_-7063
-33.4648003,-70.6747985,1,-3346,-7067,-3346_-7067
-33.4386236,-70.6485338,9,-3344,-7065,-3344_-7065
-33.4685438,-70.6280694,6,-3347,-7063,-3347_-7063
-33.4685878,-70.6380654,6,-3347,-7064,-3347_-7064
-33.4551334,-70.6549916,3,-3346,-7065,-3346_-7065
-33.4601857,-70.6756233,1,-3346,-7068,-3346_-7068
-33.4660211,-70.6321368,6,-3347,-7063,-3347_-7063
-33.4721521,-70.6327811,6,-3347,-7063,-3347_-7063
-33.4714124,-70.6325888,6,-3347,-7063,-3347_-7063
-33.4692433,-70.6336805,6,-3347,-7063,-3347_-7063
-33.4658868,-70.6326161,6,-3347,-7063,-3347_-7063
-33.4717562,-70.6303305,6,-3347,-7063,-3347_-7063
-33.4386127,-70.6483988,0,-3344,-7065,-3344_-7065
-33.4602165,-70.6728861,1,-3346,-7067,-3346_-7067
-33.4676789,-70.6361333,6,-3347,-7064,-3347_-7064
-33.4660211,-70.6321368,6,-3347,-7063,-3347_-7063
-33.47013,-70.6289613,6,-3347,-7063,-3347_-7063
-33.4624173,-70.6724347,1,-3346,-7067,-3346_-7067
-33.4506978,-70.6399967,0,-3345,-7064,-3345_-7064
-33.461345,-70.6782648,1,-3346,-7068,-3346_-7068
-33.4721521,-70.6327811,6,-3347,-7063,-3347_-7063
-33.4678116,-70.6524228,3,-3347,-7065,-3347_-7065
-33.4666184,-70.6308475,6,-3347,-7063,-3347_-7063
-33.4686561,-70.6318535,6,-3347,-7063,-3347_-7063
-33.4711675,-70.6272641,6,-3347,-7063,-3347_-7063
-33.4646436,-70.6322279,6,-3346,-7063,-3346_-7063
-33.4349893,-70.6771868,5,-3343,-7068,-3343_-7068
-33.4674085,-70.637334,6,-3347,-7064,-3347_-7064
-33.4683528,-70.6342655,6,-3347,-7063,-3347_-7063
-33.4662044,-70.6331405,6,-3347,-7063,-3347_-7063
-33.4661615,-70.6320684,6,-3347,-7063,-3347_-7063
-33.4658018,-70.6325486,6,-3347,-7063,-3347_-7063
-33.4685878,-70.6380654,6,-3347,-7064,-3347_-7064
-33.4679243,-70.636063,6,-3347,-7064,-3347_-7064
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4679123,-70.6332964,6,-3347,-7063,-3347_-7063
-33.467346,-70.6330335,6,-3347,-7063,-3347_-7063
-33.4652963,-70.648944,3,-3347,-7065,-3347_-7065
-33.4700676,-70.6290623,6,-3347,-7063,-3347_-7063
-33.4664838,-70.6313682,6,-3347,-7063,-3347_-7063
-33.4720814,-70.6331485,6,-3347,-7063,-3347_-7063
-33.4702217,-70.6326994,6,-3347,-7063,-3347_-7063
-33.4719549,-70.6332743,6,-3347,-7063,-3347_-7063
-33.4608511,-70.6771814,1,-3346,-7068,-3346_-7068
-33.4675972,-70.6328145,6,-3347,-7063,-3347_-7063
-33.4609487,-70.6742673,1,-3346,-7067,-3346_-7067
-33.4618668,-70.6755383,1,-3346,-7068,-3346_-7068
-33.4713012,-70.6506211,3,-3347,-7065,-3347_-7065
-33.4662044,-70.6331405,6,-3347,-7063,-3347_-7063
-33.4600248,-70.6765082,1,-3346,-7068,-3346_-7068
-33.4658018,-70.6325486,6,-3347,-7063,-3347_-7063
-33.4633289,-70.6723626,1,-3346,-7067,-3346_-7067
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.460205,-70.6763902,1,-3346,-7068,-3346_-7068
-33.462733,-70.6750977,1,-3346,-7068,-3346_-7068
-33.4633289,-70.6723626,1,-3346,-7067,-3346_-7067
-33.4362577,-70.6497174,9,-3344,-7065,-3344_-7065
-33.461345,-70.6782648,1,-3346,-7068,-3346_-7068
-33.4334888,-70.6611657,9,-3343,-7066,-3343_-7066
-33.4701338,-70.6335293,6,-3347,-7063,-3347_-7063
-33.4648003,-70.6747985,1,-3346,-7067,-3346_-7067
-33.4320887,-70.6587493,9,-3343,-7066,-3343_-7066
-33.4702217,-70.6326994,6,-3347,-7063,-3347_-7063
-33.4692433,-70.6336805,6,-3347,-7063,-3347_-7063
-33.4634355,-70.6738278,1,-3346,-7067,-3346_-7067
-33.4694865,-70.6292299,6,-3347,-7063,-3347_-7063
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4629723,-70.6762867,1,-3346,-7068,-3346_-7068
-33.4430707,-70.6448814,0,-3344,-7064,-3344_-7064
-33.4609936,-70.6742009,1,-3346,-7067,-3346_-7067
-33.4662402,-70.6357676,6,-3347,-7064,-3347_-7064
-33.4651147,-70.6747642,1,-3347,-7067,-3347_-7067
-33.4684628,-70.6353141,6,-3347,-7064,-3347_-7064
-33.4738785,-70.6425201,3,-3347,-7064,-3347_-7064
-33.4544738,-70.6748882,1,-3345,-7067,-3345_-7067
-33.4553478,-70.6641042,1,-3346,-7066,-3346_-7066
-33.4591614,-70.6721544,1,-3346,-7067,-3346_-7067
-33.4612545,-70.6782695,1,-3346,-7068,-3346_-7068
-33.4569678,-70.6351148,6,-3346,-7064,-3346_-7064
-33.47013,-70.6289613,6,-3347,-7063,-3347_-7063
-33.4655113,-70.6328863,6,-3347,-7063,-3347_-7063
-33.4553478,-70.6641042,1,-3346,-7066,-3346_-7066
-33.4633289,-70.6723626,1,-3346,-7067,-3346_-7067
-33.4633289,-70.6723626,1,-3346,-7067,-3346_-7067
-33.4633289,-70.6723626,1,-3346,-7067,-3346_-7067
-33.4633289,-70.6723626,1,-3346,-7067,-3346_-7067
-33.4633289,-70.6723626,1,-3346,-7067,-3346_-7067
-33.4633289,-70.6723626,1,-3346,-7067,-3346_-7067
-33.4633289,-70.6723626,1,-3346,-7067,-3346_-7067
-33.4633289,-70.6723626,1,-3346,-7067,-3346_-7067
-33.4633289,-70.6723626,1,-3346,-7067,-3346_-7067
-33.4633289,-70.6723626,1,-3346,-7067,-3346_-7067
-33.4613967,-70.6782114,1,-3346,-7068,-3346_-7068
-33.4626972,-70.6469986,3,-3346,-7065,-3346_-7065
-33.466373,-70.63369,6,-3347,-7063,-3347_-7063
-33.466373,-70.63369,6,-3347,-7063,-3347_-7063
-33.4632302,-70.6736702,1,-3346,-7067,-3346_-7067
-33.4630485,-70.672478,1,-3346,-7067,-3346_-7067
-33.4697809,-70.6303674,6,-3347,-7063,-3347_-7063
-33.4673504,-70.638756,6,-3347,-7064,-3347_-7064
-33.4649269,-70.6747642,1,-3346,-7067,-3346_-7067
-33.4651147,-70.6747642,1,-3347,-7067,-3347_-7067
-33.4678618,-70.6326136,6,-3347,-7063,-3347_-7063
-33.4650073,-70.6549704,3,-3347,-7065,-3347_-7065
-33.4612315,-70.6780817,1,-3346,-7068,-3346_-7068
-33.460205,-70.6763902,1,-3346,-7068,-3346_-7068
-33.5897558,-70.628946,7,-3359,-7063,-3359_-7063
-33.4710945,-70.6305806,6,-3347,-7063,-3347_-7063
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4624173,-70.6724347,1,-3346,-7067,-3346_-7067
-33.4657041,-70.6354705,6,-3347,-7064,-3347_-7064
-33.4420356,-70.6511921,9,-3344,-7065,-3344_-7065
-33.4684628,-70.6353141,6,-3347,-7064,-3347_-7064
-33.4594905,-70.6642004,1,-3346,-7066,-3346_-7066
-33.4687356,-70.6276615,6,-3347,-7063,-3347_-7063
-33.4672108,-70.6391441,6,-3347,-7064,-3347_-7064
-33.4672108,-70.6391441,6,-3347,-7064,-3347_-7064
-33.4672108,-70.6391441,6,-3347,-7064,-3347_-7064
-33.4665236,-70.635692,6,-3347,-7064,-3347_-7064
-33.4609487,-70.6742673,1,-3346,-7067,-3346_-7067
-33.4650034,-70.6747245,1,-3347,-7067,-3347_-7067
-33.5476179,-70.6590936,2,-3355,-7066,-3355_-7066
-33.4685438,-70.6280694,6,-3347,-7063,-3347_-7063
-33.4664059,-70.6390992,6,-3347,-7064,-3347_-7064
-33.4652057,-70.6740932,1,-3347,-7067,-3347_-7067
-33.4685446,-70.642218,6,-3347,-7064,-3347_-7064
-33.4696645,-70.633515,6,-3347,-7063,-3347_-7063
-33.4629106,-70.6480244,3,-3346,-7065,-3346_-7065
-33.4619714,-70.6740345,1,-3346,-7067,-3346_-7067
-33.4630485,-70.672478,1,-3346,-7067,-3346_-7067
-33.4684628,-70.6353141,6,-3347,-7064,-3347_-7064
-33.4658018,-70.6325486,6,-3347,-7063,-3347_-7063
-33.4672108,-70.6391441,6,-3347,-7064,-3347_-7064
-33.4662402,-70.6357676,6,-3347,-7064,-3347_-7064
-33.4701914,-70.6334308,6,-3347,-7063,-3347_-7063
-33.4638088,-70.6413375,6,-3346,-7064,-3346_-7064
-33.4676786,-70.6286,6,-3347,-7063,-3347_-7063
-33.4587798,-70.6739112,1,-3346,-7067,-3346_-7067
-33.4684628,-70.6353141,6,-3347,-7064,-3347_-7064
-33.4661615,-70.6320684,6,-3347,-7063,-3347_-7063
-33.4652057,-70.6740932,1,-3347,-7067,-3347_-7067
-33.4628712,-70.6645257,1,-3346,-7066,-3346_-7066
-33.4648216,-70.6316379,6,-3346,-7063,-3346_-7063
-33.4648216,-70.6316379,6,-3346,-7063,-3346_-7063
-33.465958,-70.6490745,3,-3347,-7065,-3347_-7065
-33.4648003,-70.6747985,1,-3346,-7067,-3346_-7067
-33.4648003,-70.6747985,1,-3346,-7067,-3346_-7067
-33.4642068,-70.6352544,6,-3346,-7064,-3346_-7064
-33.4628712,-70.6645257,1,-3346,-7066,-3346_-7066
-33.4636373,-70.6735863,1,-3346,-7067,-3346_-7067
-33.4666573,-70.6306903,6,-3347,-7063,-3347_-7063
-33.47252,-70.651111,3,-3347,-7065,-3347_-7065
-33.4681781,-70.6325555,6,-3347,-7063,-3347_-7063
-33.4612545,-70.6782695,1,-3346,-7068,-3346_-7068
-33.4594905,-70.6642004,1,-3346,-7066,-3346_-7066
-33.4496827,-70.6531639,0,-3345,-7065,-3345_-7065
-33.4702217,-70.6326994,6,-3347,-7063,-3347_-7063
-33.4622657,-70.6726684,1,-3346,-7067,-3346_-7067
-33.4672246,-70.6311748,6,-3347,-7063,-3347_-7063
-33.4649269,-70.6747642,1,-3346,-7067,-3346_-7067
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4686532,-70.6340848,6,-3347,-7063,-3347_-7063
-33.4701875,-70.6320863,6,-3347,-7063,-3347_-7063
-33.4672246,-70.6311748,6,-3347,-7063,-3347_-7063
-33.4669904,-70.6335344,6,-3347,-7063,-3347_-7063
-33.4621768,-70.6727266,1,-3346,-7067,-3346_-7067
-33.4680292,-70.6389623,6,-3347,-7064,-3347_-7064
-33.4711769,-70.630576,6,-3347,-7063,-3347_-7063
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4677137,-70.633287,6,-3347,-7063,-3347_-7063
-33.4696254,-70.6325399,6,-3347,-7063,-3347_-7063
-33.4636373,-70.6735863,1,-3346,-7067,-3346_-7067
-33.4665153,-70.6390054,6,-3347,-7064,-3347_-7064
-33.4653634,-70.6355573,6,-3347,-7064,-3347_-7064
-33.4719549,-70.6332743,6,-3347,-7063,-3347_-7063
-33.4619202,-70.6751853,1,-3346,-7068,-3346_-7068
-33.4702553,-70.6334971,6,-3347,-7063,-3347_-7063
-33.4631807,-70.6739003,1,-3346,-7067,-3346_-7067
-33.4601857,-70.6756233,1,-3346,-7068,-3346_-7068
-33.4547474,-70.6550313,3,-3345,-7066,-3345_-7066
-33.4555632,-70.654867,3,-3346,-7065,-3346_-7065
-33.466373,-70.63369,6,-3347,-7063,-3347_-7063
-33.466373,-70.63369,6,-3347,-7063,-3347_-7063
-33.460426,-70.677301,1,-3346,-7068,-3346_-7068
-33.460426,-70.677301,1,-3346,-7068,-3346_-7068
-33.460426,-70.677301,1,-3346,-7068,-3346_-7068
-33.4633289,-70.6723626,1,-3346,-7067,-3346_-7067
-33.4666301,-70.6307642,6,-3347,-7063,-3347_-7063
-33.4577292,-70.6362152,6,-3346,-7064,-3346_-7064
-33.4648003,-70.6747985,1,-3346,-7067,-3346_-7067
-33.4418296,-70.661636,9,-3344,-7066,-3344_-7066
-33.4628712,-70.6645257,1,-3346,-7066,-3346_-7066
-33.4696254,-70.6325399,6,-3347,-7063,-3347_-7063
-33.4637755,-70.6762081,1,-3346,-7068,-3346_-7068
-33.4626841,-70.6763677,1,-3346,-7068,-3346_-7068
-33.469608,-70.6327266,6,-3347,-7063,-3347_-7063
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4720464,-70.6317528,6,-3347,-7063,-3347_-7063
-33.5477799,-70.6591221,2,-3355,-7066,-3355_-7066
-33.464882,-70.6322366,6,-3346,-7063,-3346_-7063
-33.4651015,-70.6748137,1,-3347,-7067,-3347_-7067
-33.4618668,-70.6755383,1,-3346,-7068,-3346_-7068
-33.4631807,-70.6739003,1,-3346,-7067,-3346_-7067
-33.4687893,-70.6330552,6,-3347,-7063,-3347_-7063
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4620898,-70.672639,1,-3346,-7067,-3346_-7067
-33.4678116,-70.6524228,3,-3347,-7065,-3347_-7065
-33.4644719,-70.6748698,1,-3346,-7067,-3346_-7067
-33.465072,-70.652978,3,-3347,-7065,-3347_-7065
-33.4573548,-70.629564,6,-3346,-7063,-3346_-7063
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4636373,-70.6735863,1,-3346,-7067,-3346_-7067
-33.4917299,-70.744161,4,-3349,-7074,-3349_-7074
-33.4691895,-70.632969,6,-3347,-7063,-3347_-7063
-33.4679243,-70.636063,6,-3347,-7064,-3347_-7064
-33.4664059,-70.6390992,6,-3347,-7064,-3347_-7064
-33.4636373,-70.6735863,1,-3346,-7067,-3346_-7067
-33.4685438,-70.6280694,6,-3347,-7063,-3347_-7063
-33.4631807,-70.6739003,1,-3346,-7067,-3346_-7067
-33.4631807,-70.6739003,1,-3346,-7067,-3346_-7067
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4669904,-70.6335344,6,-3347,-7063,-3347_-7063
-33.4631807,-70.6739003,1,-3346,-7067,-3346_-7067
-33.4691895,-70.632969,6,-3347,-7063,-3347_-7063
-33.4632676,-70.6755599,1,-3346,-7068,-3346_-7068
-33.4627368,-70.6354104,6,-3346,-7064,-3346_-7064
-33.4658018,-70.6325486,6,-3347,-7063,-3347_-7063
-33.4622657,-70.6726684,1,-3346,-7067,-3346_-7067
-33.4706413,-70.6282529,6,-3347,-7063,-3347_-7063
-33.4630759,-70.6760972,1,-3346,-7068,-3346_-7068
-33.4661615,-70.6320684,6,-3347,-7063,-3347_-7063
-33.4648003,-70.6747985,1,-3346,-7067,-3346_-7067
-33.4496827,-70.6531639,0,-3345,-7065,-3345_-7065
-33.4632302,-70.6736702,1,-3346,-7067,-3346_-7067
-33.4521609,-70.676168,1,-3345,-7068,-3345_-7068
-33.4692433,-70.6336805,6,-3347,-7063,-3347_-7063
-33.4608511,-70.6771814,1,-3346,-7068,-3346_-7068
-33.4690997,-70.632993,6,-3347,-7063,-3347_-7063
-33.4672246,-70.6311748,6,-3347,-7063,-3347_-7063
-33.4707836,-70.633285,6,-3347,-7063,-3347_-7063
-33.4690997,-70.632993,6,-3347,-7063,-3347_-7063
-33.4636373,-70.6735863,1,-3346,-7067,-3346_-7067
-33.4639359,-70.6732581,1,-3346,-7067,-3346_-7067
-33.4639359,-70.6732581,1,-3346,-7067,-3346_-7067
-33.4644029,-70.6761615,1,-3346,-7068,-3346_-7068
-33.4653634,-70.6355573,6,-3347,-7064,-3347_-7064
-33.460205,-70.6763902,1,-3346,-7068,-3346_-7068
-33.4767882,-70.671676,1,-3348,-7067,-3348_-7067
-33.4685334,-70.6341215,6,-3347,-7063,-3347_-7063
-33.4624163,-70.6740908,1,-3346,-7067,-3346_-7067
-33.4686532,-70.6340848,6,-3347,-7063,-3347_-7063
-33.447398,-70.6468439,0,-3345,-7065,-3345_-7065
-33.4622657,-70.6726684,1,-3346,-7067,-3346_-7067
-33.4648003,-70.6747985,1,-3346,-7067,-3346_-7067
-33.4705611,-70.6313703,6,-3347,-7063,-3347_-7063
-33.4674784,-70.6361919,6,-3347,-7064,-3347_-7064
-33.460426,-70.677301,1,-3346,-7068,-3346_-7068
-33.4665153,-70.6390054,6,-3347,-7064,-3347_-7064
-33.460426,-70.677301,1,-3346,-7068,-3346_-7068
-33.4685438,-70.6280694,6,-3347,-7063,-3347_-7063
-33.4686561,-70.6318535,6,-3347,-7063,-3347_-7063
-33.4617558,-70.6752367,1,-3346,-7068,-3346_-7068
-33.4570595,-70.6383624,6,-3346,-7064,-3346_-7064
-33.460426,-70.677301,1,-3346,-7068,-3346_-7068
-33.463877,-70.676411,1,-3346,-7068,-3346_-7068
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4739009,-70.6424186,3,-3347,-7064,-3347_-7064
-33.4631807,-70.6739003,1,-3346,-7067,-3346_-7067
-33.4670938,-70.6375137,6,-3347,-7064,-3347_-7064
-33.4638537,-70.6723971,1,-3346,-7067,-3346_-7067
-33.4638537,-70.6723971,1,-3346,-7067,-3346_-7067
-33.4708629,-70.633336,6,-3347,-7063,-3347_-7063
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4555632,-70.654867,3,-3346,-7065,-3346_-7065
-33.4496827,-70.6531639,0,-3345,-7065,-3345_-7065
-33.4699786,-70.6289748,6,-3347,-7063,-3347_-7063
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4642854,-70.6336409,6,-3346,-7063,-3346_-7063
-33.4650034,-70.6747245,1,-3347,-7067,-3347_-7067
-33.58964,-70.630266,7,-3359,-7063,-3359_-7063
-33.4646617,-70.6356391,6,-3346,-7064,-3346_-7064
-33.4646617,-70.6356391,6,-3346,-7064,-3346_-7064
-33.4646617,-70.6356391,6,-3346,-7064,-3346_-7064
-33.4646617,-70.6356391,6,-3346,-7064,-3346_-7064
-33.4705611,-70.6313703,6,-3347,-7063,-3347_-7063
-33.4690997,-70.632993,6,-3347,-7063,-3347_-7063
-33.4669904,-70.6335344,6,-3347,-7063,-3347_-7063
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4685438,-70.6280694,6,-3347,-7063,-3347_-7063
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4713012,-70.6506211,3,-3347,-7065,-3347_-7065
-33.4701914,-70.6334308,6,-3347,-7063,-3347_-7063
-33.4633289,-70.6723626,1,-3346,-7067,-3346_-7067
-33.4633502,-70.6779894,1,-3346,-7068,-3346_-7068
-33.4636373,-70.6735863,1,-3346,-7067,-3346_-7067
-33.4677137,-70.633287,6,-3347,-7063,-3347_-7063
-33.4685878,-70.6380654,6,-3347,-7064,-3347_-7064
-33.4682187,-70.6327537,6,-3347,-7063,-3347_-7063
-33.4661615,-70.6320684,6,-3347,-7063,-3347_-7063
-33.4632302,-70.6736702,1,-3346,-7067,-3346_-7067
-33.4387389,-70.6483541,0,-3344,-7065,-3344_-7065
-33.4369509,-70.6353626,0,-3344,-7064,-3344_-7064
-33.4627368,-70.6354104,6,-3346,-7064,-3346_-7064
-33.4611905,-70.6775691,1,-3346,-7068,-3346_-7068
-33.4613983,-70.6782468,1,-3346,-7068,-3346_-7068
-33.4608511,-70.6771814,1,-3346,-7068,-3346_-7068
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.464856,-70.6746125,1,-3346,-7067,-3346_-7067
-33.4627485,-70.6291301,6,-3346,-7063,-3346_-7063
-33.4670288,-70.6316434,6,-3347,-7063,-3347_-7063
-33.4649269,-70.6747642,1,-3346,-7067,-3346_-7067
-33.4632302,-70.6736702,1,-3346,-7067,-3346_-7067
-33.4622657,-70.6726684,1,-3346,-7067,-3346_-7067
-33.4611905,-70.6775691,1,-3346,-7068,-3346_-7068
-33.5811569,-70.8083204,4,-3358,-7081,-3358_-7081
-33.5811569,-70.8083204,4,-3358,-7081,-3358_-7081
-33.5811569,-70.8083204,4,-3358,-7081,-3358_-7081
-33.4476763,-70.6425686,0,-3345,-7064,-3345_-7064
-33.4594905,-70.6642004,1,-3346,-7066,-3346_-7066
-33.4636373,-70.6735863,1,-3346,-7067,-3346_-7067
-33.4713012,-70.6506211,3,-3347,-7065,-3347_-7065
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4635878,-70.6735968,1,-3346,-7067,-3346_-7067
-33.4635878,-70.6735968,1,-3346,-7067,-3346_-7067
-33.4685878,-70.6380654,6,-3347,-7064,-3347_-7064
-33.4653634,-70.6355573,6,-3347,-7064,-3347_-7064
-33.460762,-70.6757415,1,-3346,-7068,-3346_-7068
-33.4610239,-70.6756644,1,-3346,-7068,-3346_-7068
-33.463184,-70.6736995,1,-3346,-7067,-3346_-7067
-33.4636373,-70.6735863,1,-3346,-7067,-3346_-7067
-33.462733,-70.6750977,1,-3346,-7068,-3346_-7068
-33.4512237,-70.6561844,1,-3345,-7066,-3345_-7066
-33.4688262,-70.6324455,6,-3347,-7063,-3347_-7063
-33.4652057,-70.6740932,1,-3347,-7067,-3347_-7067
-33.4631807,-70.6739003,1,-3346,-7067,-3346_-7067
-33.4615429,-70.6462261,3,-3346,-7065,-3346_-7065
-33.4628712,-70.6645257,1,-3346,-7066,-3346_-7066
-33.4677137,-70.633287,6,-3347,-7063,-3347_-7063
-33.4599569,-70.6746534,1,-3346,-7067,-3346_-7067
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4373103,-70.655348,9,-3344,-7066,-3344_-7066
-33.4658018,-70.6325486,6,-3347,-7063,-3347_-7063
-33.4635878,-70.6735968,1,-3346,-7067,-3346_-7067
-33.4635878,-70.6735968,1,-3346,-7067,-3346_-7067
-33.4635878,-70.6735968,1,-3346,-7067,-3346_-7067
-33.4635878,-70.6735968,1,-3346,-7067,-3346_-7067
-33.4635878,-70.6735968,1,-3346,-7067,-3346_-7067
-33.4635878,-70.6735968,1,-3346,-7067,-3346_-7067
-33.4685625,-70.6275367,6,-3347,-7063,-3347_-7063
-33.4705611,-70.6313703,6,-3347,-7063,-3347_-7063
-33.4694197,-70.6343468,6,-3347,-7063,-3347_-7063
-33.4687356,-70.6276615,6,-3347,-7063,-3347_-7063
-33.4496827,-70.6531639,0,-3345,-7065,-3345_-7065
-33.464856,-70.6746125,1,-3346,-7067,-3346_-7067
-33.464856,-70.6746125,1,-3346,-7067,-3346_-7067
-33.466025,-70.6321167,6,-3347,-7063,-3347_-7063
-33.4591614,-70.6721544,1,-3346,-7067,-3346_-7067
-33.4658018,-70.6325486,6,-3347,-7063,-3347_-7063
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.433424,-70.662856,9,-3343,-7066,-3343_-7066
-33.4362431,-70.6543489,9,-3344,-7065,-3344_-7065
-33.4594905,-70.6642004,1,-3346,-7066,-3346_-7066
-33.4685438,-70.6280694,6,-3347,-7063,-3347_-7063
-33.4695833,-70.627974,6,-3347,-7063,-3347_-7063
-33.4615429,-70.6462261,3,-3346,-7065,-3346_-7065
-33.4687356,-70.6276615,6,-3347,-7063,-3347_-7063
-33.4512097,-70.6512825,0,-3345,-7065,-3345_-7065
-33.460205,-70.6763902,1,-3346,-7068,-3346_-7068
-33.4708975,-70.6482609,3,-3347,-7065,-3347_-7065
-33.4633502,-70.6779894,1,-3346,-7068,-3346_-7068
-33.4676789,-70.6361333,6,-3347,-7064,-3347_-7064
-33.4661615,-70.6320684,6,-3347,-7063,-3347_-7063
-33.4627368,-70.6354104,6,-3346,-7064,-3346_-7064
-33.467346,-70.6330335,6,-3347,-7063,-3347_-7063
-33.4670976,-70.648601,3,-3347,-7065,-3347_-7065
-33.4673514,-70.6321765,6,-3347,-7063,-3347_-7063
-33.4594905,-70.6642004,1,-3346,-7066,-3346_-7066
-33.4621768,-70.6727266,1,-3346,-7067,-3346_-7067
-33.4522114,-70.6664929,1,-3345,-7067,-3345_-7067
-33.4609487,-70.6742673,1,-3346,-7067,-3346_-7067
-33.4712698,-70.6280842,6,-3347,-7063,-3347_-7063
-33.4685878,-70.6380654,6,-3347,-7064,-3347_-7064
-33.4611905,-70.6775691,1,-3346,-7068,-3346_-7068
-33.4685438,-70.6280694,6,-3347,-7063,-3347_-7063
-33.47252,-70.651111,3,-3347,-7065,-3347_-7065
-33.4648332,-70.631818,6,-3346,-7063,-3346_-7063
-33.4365926,-70.65465,9,-3344,-7065,-3344_-7065
-33.4701875,-70.6320863,6,-3347,-7063,-3347_-7063
-33.4716919,-70.630439,6,-3347,-7063,-3347_-7063
-33.4685334,-70.6341215,6,-3347,-7063,-3347_-7063
-33.4713925,-70.6319353,6,-3347,-7063,-3347_-7063
-33.4649269,-70.6747642,1,-3346,-7067,-3346_-7067
-33.4473336,-70.6390135,0,-3345,-7064,-3345_-7064
-33.4683528,-70.6342655,6,-3347,-7063,-3347_-7063
-33.4423858,-70.6480289,0,-3344,-7065,-3344_-7065
